twitterHandle,walletAddress,quoteTweetLink,claimNumber,createdAt
"_blackpeter","0x04862E203884C45Ec85d47E8233615115305E990","https://x.com/_blackpeter/status/2095821266622215368","","2026-09-04T21:19:42.000Z"
"_largoroyal","0x9c6f0f829adfc5a264efafa59172a2dc0c74ccc5","https://x.com/_largoroyal/status/2095892362039832950","293","2026-09-04T15:19:20.000Z"
"_rocketrider","0xE7650b4b08968Ceab3f1d607a582391ef5Bc1d65","https://x.com/_rocketrider/status/2095296393744978364","","2026-09-04T21:21:21.000Z"
"_sander_","0x56B8eE8f51A12830B9B9404B257489F90aC23994","https://x.com/_SANDER_/status/2095392127272823679","","2026-09-04T21:16:05.000Z"
"_solitia","0x0e056619c73f767a982e0b2cb9ff92734a534266","https://x.com/_solitia/status/2095969408644743641?s=20","436","2026-09-04T20:18:06.000Z"
"_typeshi","0x81EFE7934d3f21429Fd6313964BB0dEeaE447060","https://x.com/_typeshi/status/2095490080523668028","","2026-09-04T21:15:25.000Z"
"misterrcrypto","0x9933755f82922b42cdf184ad4641d30bcece26e5","https://x.com/misterrcrypto/status/2034676775125418215","130","2026-09-04T10:35:03.000Z"
"a1144","0x6d0F4E21733Fe9371e88a19a19c68187CB602149","https://x.com/a1144/status/2094985925784583051","","2026-09-04T21:18:12.000Z"
"a11c","0xC7E83aA7B93F91346A1dba1C43bC8b09E529ef88","https://x.com/a11c/status/2094978105043674783","","2026-09-04T21:14:50.000Z"
"a16zcrypto","0x739cC325370080836454cD5Bfc5F489E61AF6616","https://x.com/A16zcrypto/status/2094959572142919295","","2026-09-04T21:18:42.000Z"
"a1888","0xdB6465619E888119f52165A7c411FbB0939141AC","https://x.com/A1888/status/2095555746593123422","","2026-09-04T21:17:38.000Z"
"PopescuCo","0x9d17b93273f0251a00ff85b67d73cf1a433b8517","https://x.com/PopescuCo/status/2027005411983794595","147","2026-09-04T10:35:26.000Z"
"laevitas1","0xec8d055fcb538005fafc99901277b550ae8742e2","https://x.com/laevitas1/status/2032198312569233605","118","2026-09-04T10:34:51.000Z"
"CryptoInsightsX","0x3204f734ff1a223d9be850a916e8596f28df3b26","https://x.com/CryptoInsightsX/status/2034130944672862365","136","2026-09-04T10:35:09.000Z"
"a6523","0x1A2EafDdE8e0460035daBFAdbc1197540f47106A","https://x.com/a6523/status/2095059120583649275","","2026-09-04T21:18:19.000Z"
"SaraCoopervtew","0x9382DEb8CCC6A561d10958ECE6FDc35CD9ed689D","https://x.com/SaraCoopervtew/status/2093198895306768385","","2026-09-04T08:59:18.000Z"
"JessicaWale4tn","0xaE68B8B34799dDC6fF9BCC5e26F21cbfcFd22307","https://x.com/JessicaWale4tn/status/2093120408931794945","","2026-09-04T08:59:25.000Z"
"a_ur47","0xD6495442F78Ca06a8286b33E6061B12cE9af6b7B","https://x.com/a_ur47/status/2095881182554750986","236","2026-09-04T14:26:48.000Z"
"aa191","0xdC3D8df72f1816eB9937688F71D7a9aFdF31b62c","https://x.com/aa191/status/2095302072948489340","","2026-09-04T21:14:52.000Z"
"aaa11223","0xE928f3aD3b5B7b3dd90fAb3cB01A4692490F2A53","https://x.com/aaa11223/status/2095837351104167335","","2026-09-04T21:15:54.000Z"
"aaaaaaaaaaa111","0xE9489545a3619a5a130c7e3E1F2F1eaC8b1FFa13","https://x.com/AAAAAAAAAAA111/status/2095805280775899272","","2026-09-04T21:19:36.000Z"
"aabbccddee","0x029e1a8aDdD56168AA76e179E6eE25E7dd9e9DB9","https://x.com/AABBCCDDEE/status/2095442510043276022","","2026-09-04T21:17:05.000Z"
"aabbee","0xe97Df42D731d322dd336993A7795C296ddb8eB57","https://x.com/AABBEE/status/2095021345253283233","","2026-09-04T21:20:12.000Z"
"aadq","0x547c50A3Ff1483447233883d1a91d50b4C47039e","https://x.com/aadq/status/2095912984584437939","","2026-09-04T21:19:44.000Z"
"aansore","0x717B73717FeDFA0014A57355d048A7b6051ADE29","https://x.com/aansore/status/2095058612922624795","","2026-09-04T21:20:46.000Z"
"aany","0xFd11AE4381eDA82c45cC2C89ba6Fe70a0CB7613c","https://x.com/aAnY/status/2095224842266911189","","2026-09-04T21:15:36.000Z"
"aanyy","0x60Cb15A6d2be56a0132b70B3e6bb7fB23BeF1335","https://x.com/aanyy/status/2095774272833370122","","2026-09-04T21:18:30.000Z"
"aassee","0xb828fC06FF58b7b1d78DD8d0cE22574A271343D0","https://x.com/AASSEE/status/2095643617026923577","","2026-09-04T21:20:33.000Z"
"aasunbul","0x1A9f7Cf772AaEeD965400E978058934CcD39d380","https://x.com/aasunbul/status/2095765013177508540","","2026-09-04T21:14:14.000Z"
"ab42","0x04C851112Ebb85b48f0be65714DA8A3ff48875e6","https://x.com/Ab42/status/2095256613482979817","","2026-09-04T21:18:46.000Z"
"abbypro","0xc8bFD31C7702e378e69f92527c21ede13d23E5E7","https://x.com/AbbyPro/status/2095810641642394818","","2026-09-04T21:15:57.000Z"
"abdoch","0x2ccc4dE95c1b6f7d29C43058923542EcC1C6f268","https://x.com/abdoch/status/2095836443549067203","","2026-09-04T21:14:13.000Z"
"abdul","0x1ce8F14DD782B5AaA73defe1aFF8f21F65D67053","https://x.com/abdul/status/2095555170327230151","","2026-09-04T21:17:25.000Z"
"abdul100","0xF112300B3Cef946c85F06Aa282a1D8A9f5406279","https://x.com/Abdul100/status/2094944462872755218","","2026-09-04T21:20:50.000Z"
"abdulfreeworld","0x66A0B4b667eC4f685F14C1f9a9A07fD3d303bC11","https://x.com/Abdulfreeworld/status/2095748464989439646","","2026-09-04T21:17:28.000Z"
"abdulkarem","0x4B50F354D41C0587328654a830e407C8fc4447dD","https://x.com/abdulkarem/status/2095541032433325067","","2026-09-04T21:17:54.000Z"
"abdulkasim","0xdcCFFD4dBbcf462E3Bc80b3739827aC38C1E3797","https://x.com/Abdulkasim/status/2095004754715976400","","2026-09-04T21:19:32.000Z"
"abdulrosid25771","0x4488e365021f68887e2f00931631f8267b6247cf","https://x.com/AbdulRosid25771/status/2096045611284115679","503","2026-09-05T01:23:54.000Z"
"abewee","0x2313777eF693F43560b9E95fC23e93B8A2Ec70e1","https://x.com/Abewee/status/2094908422601527464","","2026-09-04T21:18:57.000Z"
"abhijeetcg","0x9381EB2006a289eDF07DF9B070a63b338c470Ec7","https://x.com/abhijeetcg/status/2095280108821934643","","2026-09-04T21:19:06.000Z"
"abilat13","0x6517C4994b5c28Bc151904E976C7694A3033dF71","https://x.com/abilat13/status/2095771917869980608","","2026-09-04T21:21:30.000Z"
"abilsaeri","0x8b6cd19ad6facbf7530157210bb68954244b6d48","https://x.com/AbilSaeri/status/1476622530739769348","595","2026-09-05T05:58:56.000Z"
"abinaya","0xE6Cd752de13BA2C7BdC6547c2d0bb2D4c647f2af","https://x.com/abinaya/status/2095895483638490344","","2026-09-04T21:16:12.000Z"
"abireh","0xcAd0138823da929076712459eae81118155484F6","https://x.com/Abireh/status/2095142487208295797","","2026-09-04T21:17:00.000Z"
"abjantut","0xf1717af4388d08955497696b42b14920c4b4145e","https://x.com/Abjantut/status/2095546881140349704","","2026-09-04T21:17:36.000Z"
"abrakadabra","0x2Cb6DDBFC415cB7dB579a0e08F34a22821611481","https://x.com/abrakadabra/status/2095884983799137083","","2026-09-04T21:21:16.000Z"
"abubakar01290","0xE8ed6bb48342bE4c14E1b7A11c52B9aD278961BF","https://x.com/abubakar01290/status/2095971368802439217","439","2026-09-04T20:25:18.000Z"
"abubakarm1106","0x75fa0844d77867b2a3872d83dcc634e8ce7fcea3","https://x.com/AbubakarM1106/status/2095903553994805355","315","2026-09-04T15:57:21.000Z"
"abudum","0xE0B0B248dF503d980B1150a014bdd3046D2144d1","https://x.com/abudum/status/2095110497873844830","","2026-09-04T21:15:22.000Z"
"abumueen","0x9a017Bdab8326A37fC1489138Cb1F0E57e580Fec","https://x.com/abumueen/status/2095264450119544761","","2026-09-04T21:17:21.000Z"
"abunabil","0xE96E5b61Ac96d24Ea865F220378B943E0237ab8A","https://x.com/ABUNABIL/status/2095708078744436229","","2026-09-04T21:15:44.000Z"
"abundantia","0x5C6d9A2e0723c433eFaf23DcDa0ED06A1757a063","https://x.com/abundantia/status/2095331891182663372","","2026-09-04T21:18:37.000Z"
"abytex","0xDC16b1De5364343fEB3F0c65108fB43DE2840fBf","https://x.com/abytex/status/2095586799375779039","","2026-09-04T21:15:34.000Z"
"acawa","0x66cbE09699De3f92FDBbC5492509AbaBB991eacb","https://x.com/acawa/status/2095252950262000361","","2026-09-04T21:15:22.000Z"
"acc51","0xE2215A4E8607587487B0Df5f3E86537401AB05Fd","https://x.com/acc51/status/2095642157515047996","","2026-09-04T21:14:40.000Z"
"achanpi","0xb2fA78240a3a18B4df2B19d64fab4f5Cf753F611","https://x.com/achanpi/status/2095555259200657958","","2026-09-04T21:17:03.000Z"
"achebee","0x9c57c440b6988382e554b7076EA73a13efae71Fd","https://x.com/Achebee/status/2095592068611044008","","2026-09-04T21:15:27.000Z"
"acrollam","0xF74AF713dAB90Ab539371e7208C89f05d184FF9d","https://x.com/Acrollam/status/2094920251801503281","","2026-09-04T21:16:26.000Z"
"acsccc","0xF652C6d795A4d90D586a37987A45b41E0BAD4ecF","https://x.com/ACSCCC/status/2094944789468872346","","2026-09-04T21:14:03.000Z"
"active24","0x7234395439f16a8b3065B6a649fCA72F1AF8D24b","https://x.com/active24/status/2095611313299238594","","2026-09-04T21:17:48.000Z"
"saylor","0xd1360b87a56aa4b757c9609d7e78db28bfe49d15","https://x.com/saylor/status/2038949791577625046","122","2026-09-04T10:34:55.000Z"
"ada_captain","0xA1eD7A9313d8fFF6fd7F761D347Cbe3095B1C118","https://x.com/ada_captain/status/2095687935233228242","","2026-09-04T21:15:58.000Z"
"adabarbara","0xe53f1fbBd346f9eBB5E999f3FCc85fa9cDBC4C70","https://x.com/AdaBarbara/status/2095359425260050303","","2026-09-04T21:16:31.000Z"
"adadragon","0x9cB3e5Fb7e6BA29AfE637cd54FE42cD900f3A092","https://x.com/adadragon/status/2095069763643997122","","2026-09-04T21:17:39.000Z"
"adam7","0xB8DeF74610EeB057910b9906d0D31d1178B42CF0","https://x.com/Adam7/status/2095449007351519060","","2026-09-04T21:18:35.000Z"
"adam8468","0xB09daeF5DF3dD9519018d43a4Dd7F1B13B9c0688","https://x.com/Adam8468/status/2095740519658470782","","2026-09-04T21:18:23.000Z"
"adamsmiithr","0xba375d60a0ffeb4cf2f3321d4c9a10e9c3ff6b03","https://x.com/its0zen/status/2095884393848127669","279","2026-09-04T15:08:28.000Z"
"adamualiyu9877","0xa24546ebB26a0DB6Ae65b1cF506563960691e61E","https://x.com/Haunting_Hoods/status/2095880792765497711","507","2026-09-05T01:56:47.000Z"
"adaphoenix","0x7bdFe347ceB336B0648984380c8c1E0D3f635443","https://x.com/adaphoenix/status/2094918191306409372","","2026-09-04T21:15:35.000Z"
"adastar","0x851d5a0D8f7C61dB3b10CA7030bf4ffEfA7fce84","https://x.com/adastar/status/2095062375251593831","","2026-09-04T21:16:01.000Z"
"adc99","0xCC29E4619Ee460A7110A5a5e99CAe70F6ED90C2d","https://x.com/Adc99/status/2095719819411446796","","2026-09-04T21:14:47.000Z"
"addison721279","0x584952797F65f233ec46B7ef0aF0BBBeaE78bF96","https://x.com/Addison721279/status/2094900704334926433","","2026-09-04T21:18:20.000Z"
"adest","0x4F548DeDDe674A125eb92BBe30a51D08D5f8991a","https://x.com/Adest/status/2095383448048656709","","2026-09-04T21:19:11.000Z"
"adewahyudin912","0x8e50acddb305b623ffea515cb4dd4909f21cff1d","https://x.com/adewahyudin912/status/2095916554408087816?s=20","353","2026-09-04T16:47:39.000Z"
"adi85","0x8CEaf93360F2c4623a9B6f5d47c0Cc5ab257F861","https://x.com/Adi85/status/2095471812638764290","","2026-09-04T21:18:56.000Z"
"adiii1","0x554F8C5a2bc5c26f27733d6Dc9fDec805138556B","https://x.com/adiii1/status/2095311733469404000","","2026-09-04T21:17:46.000Z"
"adikur22","0x273e34B3B5c73999a2785F9CBaB5E99D657985Ad","https://x.com/adikur22/status/2095122787924570219","","2026-09-04T21:17:46.000Z"
"adirai","0x3A47ab3835A418Cc74Ae522CD427d2dcF0e89d5F","https://x.com/adirai/status/2095431209874677807","","2026-09-04T21:16:14.000Z"
"aditya1729","0x452f38F9D01018E1e6ef8A34f77323C5e5c8c23F","https://x.com/Aditya1729/status/2095004269512995970","","2026-09-04T21:17:50.000Z"
"adiweb3","0xFE935DD594b440Df46720b45FFEe7fba3a671eaC","https://x.com/adiweb3/status/2095431503177290686","","2026-09-04T21:20:21.000Z"
"adnansouthern","0x472F3898af47f0724eae64f7b16F11D3A319478B","https://x.com/Adnansouthern/status/2095356826129742245","","2026-09-04T21:21:01.000Z"
"adwdx","0x49D22d498c6F92539F18153C0f51Ed1Fcf4826BB","https://x.com/adwdx/status/2095950456384825214","","2026-09-04T21:21:04.000Z"
"aenaenge","0x7d86CF5B50BBae5AaFD524D0379E7d8A60E07d3e","https://x.com/AenaenGe/status/2095804156699254588","","2026-09-04T21:18:57.000Z"
"aerenerg","0xE2bc4d000c03f84F6e2A4bbd1C4Fe5dfde9564De","https://x.com/aerenerg/status/2095893730481046190","","2026-09-04T21:14:34.000Z"
"aertuoliy","0x2970e9c964c80ba17dF4Afb004C2665d923d272b","https://x.com/Aertuoliy/status/2095953278226218975","","2026-09-04T21:16:14.000Z"
"aeryn","0xfafA12a72e00868193F11e54d6Caac13d48Ac170","https://x.com/Aeryn/status/2095234122304950295","","2026-09-04T21:16:27.000Z"
"aezea","0x55510a3fa7a1f7618BA12A7CE4fb867580d110ee","https://x.com/AezeA/status/2095024478898626081","","2026-09-04T21:14:22.000Z"
"afa3000","0x8C96865a82A4c7116703a6D838c93466C54c339C","https://x.com/afa3000/status/2095639293861247419","","2026-09-04T21:14:20.000Z"
"afath_","0x516C3D1527214af68ea59D80DfD948BD6F2636C2","https://x.com/Afath_/status/2095751349747004746","","2026-09-04T21:19:26.000Z"
"afiex","0xa20E6927aCE4740cDBDc5c4b415EdD7B7a314e3b","https://x.com/afiex/status/2095526128550818667","","2026-09-04T21:18:24.000Z"
"afixyz","0x350D0758E0cBCC7817B755aF6d481804677fB276","https://x.com/afixyz/status/2095033318305699738","","2026-09-04T21:16:26.000Z"
"afshin","0xC9641dF9d2051F1E1d6b4980e54FE0B02Dd342FF","https://x.com/afshin/status/2095852093824931427","","2026-09-04T21:19:08.000Z"
"afvkd66353","0xC35899CFC7d8e71822B65B49Cd47AcE87003c227","https://x.com/AfvkD66353/status/2095948144131157381","","2026-09-04T21:20:38.000Z"
"agbjsghv94008","0x89b294108314BA42800bB60D381baeaE6768DCF3","https://x.com/AgbjSghv94008/status/2094996191616787063","","2026-09-04T21:20:39.000Z"
"aggelos1","0xd366E774Cb33Dbd76A0b4d7976fAAB84A478eF07","https://x.com/Aggelos1/status/2095978315762333675","","2026-09-04T21:16:43.000Z"
"agilan","0xB19AE8956C530f18aCDA718003E4f486C2868376","https://x.com/Agilan/status/2095107074306366248","","2026-09-04T21:15:03.000Z"
"agourai","0x2379FE51fA8de0AE365C202e888a27e11b298E1C","https://x.com/agourai/status/2095118927436824010","","2026-09-04T21:15:03.000Z"
"aguscute27","0x5543521F40d529AAC29F1743EEda4f620F80d213","https://x.com/aguscute27/status/2095289781374094044","","2026-09-04T21:15:56.000Z"
"aguspujianto","0x0fF32Fa2423C1377505Dc4B97Dac2E8Ec723c0A8","https://x.com/Aguspujianto/status/2095496882760386040","","2026-09-04T21:16:33.000Z"
"aguswibowo12","0xc33b69d402ed157e12edC39B2f62796b04F26FF4","https://x.com/aguswibowo12/status/1","620","1788588342070"
"agvkdjvk73908","0x879712C2f1B7722069A7Cae27dCde3Fc30bb8232","https://x.com/AgvkDjvk73908/status/2095379083765797429","","2026-09-04T21:19:17.000Z"
"ahamadhazzan","0x2977664b68840f31C640B9E9DB2F044E5426f5F0","https://x.com/ahamadhazzan/status/2096092770238615946","538","2026-09-05T04:29:48.000Z"
"ahmadfauzi77","0x27F6EC5Af28eCa714A31dF4C526B8c287d4a5927","https://x.com/ahmadfauzi77/status/1","616","1788588331652"
"ahmadzhd","0x5C5d86AEf73F568daC21Df4119D859Ba7097654F","https://x.com/AhmadZhd/status/2095877526180489542","","2026-09-04T21:14:51.000Z"
"ahmedhassan","0x7C48d3780164420383Cd3633385B29F8b26C04Fd","https://x.com/ahmedhassan/status/2095862744960360778","","2026-09-04T21:21:33.000Z"
"ahmet4866","0xaC9eBF8BE3324F1Cb6f0BF5F519a35E864098DFe","https://x.com/ahmet4866/status/2095264136392606478","","2026-09-04T21:14:57.000Z"
"ahmetaverse","0x84f0773Ca070c21d44f44D62A9F7676C500a4BB7","https://x.com/ahmetaverse/status/2095460622383306381","","2026-09-04T21:15:07.000Z"
"ahonx037","0x642cCC89e1770B889132C42aAbefC7B2BA54Bf37","https://x.com/Ahonx037/status/2095957506044908763","","2026-09-04T21:18:58.000Z"
"ahppha","0x271B95719291443e504b14dC07761847a2eC5Fa3","https://x.com/ahppha/status/2095429814312120318","","2026-09-04T21:17:37.000Z"
"ahsan1240","0x6c5eB50382a69D68459c9d1Da35894320cF391a2","https://x.com/Ahsan1240/status/2095009936082598793","","2026-09-04T21:18:04.000Z"
"ahsanmalik","0x9e28B5479b3Cb205A3d3541afD08221c6A0cE4bc","https://x.com/AhsanMalik/status/2095488903713006709","","2026-09-04T21:16:35.000Z"
"ahvmgckb72479","0xf351f0EFd5f13F49632779804650476541737900","https://x.com/AhvmGckb72479/status/2095916260760488739","","2026-09-04T21:16:38.000Z"
"ai_meme36922","0xc8BA831879b97FE511c2eaE1a51eE4eFDC6E7A8B","https://x.com/Haunting_Hoods/status/2095880792765497711","501","2026-09-05T01:13:53.000Z"
"aidaa","0x18DB90779de9405F3080404A921C7f9b661C77CD","https://x.com/aidaa/status/2095572949104333026","","2026-09-04T21:19:58.000Z"
"aiko9","0x670aFa2F50B3FB314670001e2BB5c01f4F79F098","https://x.com/aiko9/status/2095716332642151583","","2026-09-04T21:20:42.000Z"
"ailn","0x3d3e58Be178977869cc113cd75D4De086E928e0f","https://x.com/ailn/status/2095788559767971506","","2026-09-04T21:14:10.000Z"
"aiolos","0x585d2fb5864D21A1a5699c73fc938e417C59E1e6","https://x.com/Aiolos/status/2094988775603396292","","2026-09-04T21:18:54.000Z"
"airdrop256","0x49404885F3dcE983F68E28d06C54cFeD14709e83","https://x.com/airdrop256/status/2095582428621075508","","2026-09-04T21:21:08.000Z"
"airdrop3ltd","0xb19a1946669b94c0255AE3D79c6f9300908F4C84","https://x.com/Airdrop3LTD/status/2095008061844160395","","2026-09-04T21:16:16.000Z"
"airdrop_analyst","0x7c85C9b1E49D0c7834e997416a553F8e311D8266","https://x.com/Airdrop_Analyst/status/2095018568450763521","","2026-09-04T21:17:44.000Z"
"airdropadbae","0x3ce9C27A037867a72E70B7222fA5E617366Da64d","https://x.com/airdropadbae/status/2095736845322705107","","2026-09-04T21:15:33.000Z"
"airdropdesa","0x901dF3C532fbf3358225BB02F914943856f5196E","https://x.com/airdropdesa/status/2095598549974608463","","2026-09-04T21:14:50.000Z"
"airdropml","0x60F16A9f53E8EA049B7818c59a8934c64bEecEe9","https://x.com/AirdropML/status/2095126852104197133","","2026-09-04T21:17:39.000Z"
"airdropvanced","0xcA498B8fc11EeE386FeD915A85800502d4CABB42","https://x.com/AirdropVanced/status/2095004928638693470","","2026-09-04T21:17:44.000Z"
"aizenfald","0xBDC25f316F4B504d1240cbFCa5f9762309488Bd7","https://x.com/Aizenfald/status/2094961643762348698","","2026-09-04T21:20:29.000Z"
"ajayma","0x8406eB10E5b0c300E3AfEab29B40cF5A15532a44","https://x.com/Ajayma/status/2095968423448744069","","2026-09-04T21:17:56.000Z"
"ajdu401","0xC27138a382aC70b79Ef7f203Cf459d68C3f0F75B","https://x.com/ajdu401/status/2095036749891576064","","2026-09-04T21:15:29.000Z"
"ajdu512","0x05329710b98081e99a95692A6c9666944716D167","https://x.com/ajdu512/status/2095192977880132495","","2026-09-04T21:15:01.000Z"
"ajikristia","0x10B93b05cCb0f465D8Ea8Da3073f7DD5792b016d","https://x.com/AjiKristia/status/2095520099509522550","","2026-09-04T21:18:20.000Z"
"ajisaputra16299","0x9af40489c5f4c66d0760a781c8b2b3ec009cfe9e","https://x.com/AjiSaputra16299/status/2095914296282894708","345","2026-09-04T16:39:17.000Z"
"aka252","0x7327205690E0a4403427C87A72369a91390eE015","https://x.com/aka252/status/2094902706521086572","","2026-09-04T21:15:30.000Z"
"akansha123","0xB2B3eafc810126dEe2C88FE1159E8502AEf78493","https://x.com/akansha123/status/2095828972953422555","","2026-09-04T21:18:28.000Z"
"akashi430","0x35ebf7d95dd2a03c078c8eeb0aae3311e0dfac3e","https://x.com/Akashi430/status/2095888527523242394","270","2026-09-04T14:57:09.000Z"
"akehntucky","0x703adb7019ea5be7ca369e5b2020cde50b821891","https://x.com/akehntucky/status/2096037697563570308","497","2026-09-05T00:48:57.000Z"
"akh6","0xaff293d9943eda3568acd11d7244d5a202d54f4f","https://x.com/akh6/status/2095345355947757185","","2026-09-04T21:16:38.000Z"
"akiracd","0x059B7d4EE24C5609B6ac9Fc5DfF9A3d9ed5E5c43","https://x.com/akiracd/status/2095516768888386709","","2026-09-04T21:18:32.000Z"
"aknetwork","0x63d9e43d776c4b3579999Ec30C27A199154974D1","https://x.com/aknetwork/status/2095104207414082097","","2026-09-04T21:17:57.000Z"
"akshay991","0xf45EBCdCAD7802B3bEBC872f45eeeFf0D9276d3A","https://x.com/Akshay991/status/2095524641486927801","","2026-09-04T21:20:39.000Z"
"aku3","0x28822b37663699Af82B811De5E4DB79357718E7d","https://x.com/AKU3/status/2095856613373391409","","2026-09-04T21:16:48.000Z"
"alabde","0x21b25413B3Ee6Cf14fBe866a192A6cC34Cb00afe","https://x.com/alabde/status/2095331316326421795","","2026-09-04T21:15:36.000Z"
"alamin339","0x27C7cf4059015031f463f5dB32098fA64baC5084","https://x.com/Alamin339/status/2095402736084962848","","2026-09-04T21:14:12.000Z"
"alan18373440184","0x8Ad7d8e3588DC0e86558A3403f32d747b340843a","https://x.com/Alan18373440184/status/2095450161774674812","","2026-09-04T21:15:12.000Z"
"alaric142002","0xF134ebF1C66576AADa5cBef481B487Bf95ff70Bf","https://x.com/Alaric142002/status/2095067860010160838","","2026-09-04T21:17:29.000Z"
"albay27","0xCbfF6678d48Fab9b71B745219Ec0C430E0b6842C","https://x.com/albay27/status/2095659957217873690","","2026-09-04T21:18:43.000Z"
"alcan","0x8deAFB6bdA8e2d2238d6DB272f82bB62251380dF","https://x.com/Alcan/status/2095593777670471352","","2026-09-04T21:20:41.000Z"
"aldisaputra99","0x9e56535d69a1CEC06A3DcC5758C962008f7a304F","https://x.com/aldisaputra99/status/1","612","1788588320327"
"aldishelby","0x203a004692a8e1fe9C1D1Bb7dD0B3aE87AC171fa","https://x.com/aldishelby/status/2095843493593101931","","2026-09-04T21:19:57.000Z"
"aleix","0xb8Ee2Ded427eF6Ba21a2b060c6B015E9992A4bD2","https://x.com/Aleix/status/2094920285486977778","","2026-09-04T21:14:51.000Z"
"alejandrodark","0x19C697Ff4a4A7504201686082e03e34595135AF0","https://x.com/alejandrodark/status/2095745797994417825","","2026-09-04T21:14:22.000Z"
"alemhz","0x24b44be589602fCc1Bda01a0488430D20AC2b3C2","https://x.com/Alemhz/status/2095876638352095412","","2026-09-04T21:16:51.000Z"
"alesio","0x6406B61548614FAe5cc3566EabE958c2Aabeda17","https://x.com/alesio/status/2095311472851587952","","2026-09-04T21:15:42.000Z"
"alex","0x1171E39D0579ab608A1dB77B03ceE66d61713241","https://x.com/Alex/status/2095287048271152100","","2026-09-04T21:21:09.000Z"
"alex1234","0x593c42b608EF42E76c79A5Cb448399F0F41B316c","https://x.com/alex1234/status/2094924313406760734","","2026-09-04T21:16:22.000Z"
"alex97","0x974E408DD13ce473cf4Da611ee520C75D37Ea325","https://x.com/Alex97/status/2095381031054420777","","2026-09-04T21:16:26.000Z"
"alex_raven","0x2F9A99c2550Ecf4AFe9495d484889f88113Bee70","https://x.com/alex_raven/status/2095184218739945859","","2026-09-04T21:18:02.000Z"
"alex_sage","0x3Abf8ceFB4701fdE3491C221Ea0CD92Ee6E6AA5F","https://x.com/alex_sage/status/2095524206633397811","","2026-09-04T21:18:44.000Z"
"alex_tiger","0xD513ee81a72e3cb390ed183Bdc0cB93797fE7893","https://x.com/alex_tiger/status/2095092898730670020","","2026-09-04T21:20:44.000Z"
"alexanchor","0x80196064ef99e5F486C2131ced373Ea9a6140CdC","https://x.com/alexanchor/status/2095459273376770798","","2026-09-04T21:21:25.000Z"
"alexand53055837","0x3d6E2c254E70cDefa570bd0247e8eD67d6c4F6E0","https://x.com/Alexand53055837/status/2095785108084596658","","2026-09-04T21:20:47.000Z"
"alexand87673087","0xbeBaFF5F5607db52EdF692918B4AB4d7a7892c61","https://x.com/Alexand87673087/status/2095266415997373520","","2026-09-04T21:19:14.000Z"
"alexandres","0x7bc612fDB9417755dF4e297A1812BA6C4a3949F1","https://x.com/Alexandres/status/2094979130634612932","","2026-09-04T21:19:13.000Z"
"alexandria","0x6f51A9d7193bCe00b711F6c1Fe90dDB7340DB0f4","https://x.com/ALEXANDRIA/status/2095645766268801995","","2026-09-04T21:15:49.000Z"
"alexbokov","0x8Cb42352dA219ea219D52Add3B1A9aB8dEF9638D","https://x.com/alexbokov/status/2095349088218949746","","2026-09-04T21:18:14.000Z"
"alexcash","0xBd69813983Ac095A5E965FD3Db2b3FcAaE29f136","https://x.com/alexcash/status/2095605544895651408","","2026-09-04T21:19:39.000Z"
"alexch","0x5d6F14dD41F6f93ea34847Fc810f6667c67b2ec1","https://x.com/AlexCh/status/2095253982506929762","","2026-09-04T21:21:02.000Z"
"alexcomet","0x5391F835d02Afd0c67246388061e3035A105038a","https://x.com/alexcomet/status/2095394177241699023","","2026-09-04T21:19:46.000Z"
"alexenkit","0x1258D76a09D361210F42fB27ccCb6EcE79f6134f","https://x.com/Alexenkit/status/2095042898986295317","","2026-09-04T21:18:10.000Z"
"alexeysv","0x5e16bB8E1B1f109BfE3da080999E66621c0b8737","https://x.com/AlexeySV/status/2095360729641322205","","2026-09-04T21:20:26.000Z"
"alexmajul","0x3A1FCc5f38e53026990d62BA40833EB1C9CE3Edc","https://x.com/alexmajul/status/2095942726490469208","","2026-09-04T21:16:53.000Z"
"alexmorgan","0x8F7D820e02765cA4BF3b8Cd51D0D12B07512D613","https://x.com/AlexMorgan/status/2095237301214865071","","2026-09-04T21:21:06.000Z"
"alexphoenix","0x78E705F2D6B145a5F420312F20D207Ce40B321FA","https://x.com/alexphoenix/status/2095709271550194743","","2026-09-04T21:16:00.000Z"
"alexsasha","0xe3e927Ed791Bb2D8FFDf712c637dAffA7a34e3fd","https://x.com/Alexsasha/status/2094940961882028925","","2026-09-04T21:14:44.000Z"
"alexsh","0x2c32CdF9714D853695eE7E777fcb6602Aba475C3","https://x.com/alexsh/status/2095874063723958294","","2026-09-04T21:17:40.000Z"
"alextt","0xbCe4AB39617Fd0BE50A7a3B2270319444771f141","https://x.com/AlexTT/status/2095504124451925890","","2026-09-04T21:20:37.000Z"
"alexwoody","0xf878C8924f714f2DcB2ED7Ec87Aa8Af864bA86Fd","https://x.com/AlexWoody/status/2095008548590063062","","2026-09-04T21:18:42.000Z"
"alexyvins","0x6677930e11DaAd9501b3F89aDEd51103dfD2BA07","https://x.com/alexyvins/status/2094912734519626898","","2026-09-04T21:20:09.000Z"
"alfianr","0xF00A5Da3a3ABe9F1217E5f8fa7ef731e77793017","https://x.com/AlfianR/status/2095312806435947784","","2026-09-04T21:18:05.000Z"
